"dist_m","elevation_m","section","elv_chg_m","dist_chg_m","slope"
419200.532896984,1605.71447753906,"pct_sec_c5",-1.01782226563,44.7297015117001,-0.0130353782844966
419245.262598496,1606.08654785156,"pct_sec_c5",0.3720703125,44.7297015115983,0.00476586389048577
419289.992300007,1606.97705078125,"pct_sec_c5",0.890502929690001,44.7297015117001,0.0114052449562026
419334.722001519,1608.14440917969,"pct_sec_c5",1.16735839844,44.7297015116019,0.014949692955746
419379.45170303,1604.48474121094,"pct_sec_c5",-3.65966796875,44.7297015117001,-0.0467737347420662
419424.181404542,1602.05810546875,"pct_sec_c5",-2.42663574219,44.7297015115983,-0.0310531524606667
419468.911106054,1601.99096679688,"pct_sec_c5",-0.0671386718699978,44.7297015117001,-0.000860001189678143
419513.640807565,1598.892578125,"pct_sec_c5",-3.09838867188,44.7297015116019,-0.0396250073336531
419558.370509077,1592.6591796875,"pct_sec_c5",-6.2333984375,44.7297015115983,-0.0793347601808055
419603.100210589,1594.50036621094,"pct_sec_c5",1.84118652344,44.7297015117001,0.0235710710591842
419647.8299121,1591.79467773438,"pct_sec_c5",-2.70568847656,44.7297015116019,-0.0346158951235569
419692.559613612,1592.98937988281,"pct_sec_c5",1.19470214843,44.7297015117001,0.0152997042252488
419737.289315124,1585.84020996094,"pct_sec_c5",-7.14916992187,44.7297015115983,-0.0908080665412053
419782.019016635,1585.78869628906,"pct_sec_c5",-0.0515136718800022,44.7297015117001,-0.000659855662188104
419826.748718147,1582.72631835938,"pct_sec_c5",-3.06237792968,44.7297015116019,-0.0391659109615893
419871.478419659,1582.80285644531,"pct_sec_c5",0.0765380859299967,44.7297015117001,0.000980401135624534
419916.20812117,1572.89611816406,"pct_sec_c5",-9.90673828125,44.7297015115983,-0.124882812500272
419960.937822682,1573.39538574219,"pct_sec_c5",0.499267578130002,44.7297015117001,0.0063950208062416
420005.667524194,1574.43200683594,"pct_sec_c5",1.03662109375,44.7297015116019,0.0132760518647484
420050.397225705,1571.72961425781,"pct_sec_c5",-2.70239257813,44.7297015115983,-0.0345738305788987
420095.126927217,1577.49365234375,"pct_sec_c5",5.76403808594,44.7297015117001,0.073428837454728
420139.856628728,1580.57800292969,"pct_sec_c5",3.08435058594,44.7297015115983,0.0394460435899395
420184.58633024,1582.81945800781,"pct_sec_c5",2.24145507812,44.7297015117001,0.0286875555842848
420229.316031752,1589.94653320312,"pct_sec_c5",7.12707519531,44.7297015116019,0.0905320763730679
420274.045733263,1593.19689941406,"pct_sec_c5",3.25036621094,44.7297015117001,0.0415619814485204
420318.775434775,1600.70642089844,"pct_sec_c5",7.50952148438,44.7297015115983,0.095303216038903
420363.505136287,1598.39770507812,"pct_sec_c5",-2.30871582032,44.7297015117001,-0.0295468977454954
420408.234837798,1598.05090332031,"pct_sec_c5",-0.346801757809999,44.7297015116019,-0.00444221138016153
420452.96453931,1606.52746582031,"pct_sec_c5",8.4765625,44.7297015115983,0.107306660733243
420497.694240822,1610.91296386719,"pct_sec_c5",4.38549804688,44.7297015117001,0.0559963519714172
420542.423942333,1618.78784179688,"pct_sec_c5",7.87487792969,44.7297015116019,0.0998487383190273
420587.153643845,1620.625,"pct_sec_c5",1.83715820312,44.7297015117001,0.023519558039305
420631.883345357,1614.68994140625,"pct_sec_c5",-5.93505859375,44.7297015115983,-0.0755826590821926
420676.613046868,1608.65625,"pct_sec_c5",-6.03369140625,44.7297015117001,-0.0768238623348635
420721.34274838,1608.41162109375,"pct_sec_c5",-0.24462890625,44.7297015116019,-0.00313350271967514
420766.072449892,1613.22937011719,"pct_sec_c5",4.81774902344,44.7297015117001,0.0614751740741372
420810.802151403,1608.95629882812,"pct_sec_c5",-4.27307128907,44.7297015115983,-0.0545696060826321
420855.531852915,1604.8203125,"pct_sec_c5",-4.13598632812,44.7297015117001,-0.0528290193749867
420900.261554426,1599.69274902344,"pct_sec_c5",-5.12756347656,44.7297015116019,-0.0653952286027701
420944.991255938,1603.09716796875,"pct_sec_c5",3.40441894531,44.7297015115983,0.0435244332228929
420989.72095745,1607.34643554688,"pct_sec_c5",4.24926757813,44.7297015117001,0.0542674386370047
421034.450658961,1601.98864746094,"pct_sec_c5",-5.35778808594,44.7297015116019,-0.0683042832869421
421079.180360473,1608.4521484375,"pct_sec_c5",6.46350097656,44.7297015116965,0.0822240143275667
421123.910061985,1606.28723144531,"pct_sec_c5",-2.16491699219,44.7297015116019,-0.0277095265334456
421171.130723791,1610.38623046875,"pct_sec_c6",4.09899902344,47.2206618065332,0.0496113562275157
421218.351385598,1604.59167480469,"pct_sec_c6",-5.79455566406,47.2206618065333,-0.0699592078822711
421265.572047404,1597.82238769531,"pct_sec_c6",-6.76928710938,47.2206618065335,-0.0815801831947178
421312.792709211,1596.8837890625,"pct_sec_c6",-0.938598632809999,47.220661806533,-0.011387104202801
421360.013371017,1595.66162109375,"pct_sec_c6",-1.22216796875,47.220661806533,-0.0148260176615494
421407.234032824,1596.974609375,"pct_sec_c6",1.31298828125,47.220661806533,0.0159272034247879
421454.45469463,1604.91711425781,"pct_sec_c6",7.94250488281,47.220661806534,0.0954776769378526
421501.675356437,1603.94470214844,"pct_sec_c6",-0.972412109369998,47.220661806533,-0.0117972163035903
421548.896018243,1598.97302246094,"pct_sec_c6",-4.9716796875,47.220661806533,-0.0601030647465719
421596.11668005,1598.68640136719,"pct_sec_c6",-0.28662109375,47.220661806533,-0.00347771011418086
421643.337341857,1607.822265625,"pct_sec_c6",9.13586425781,47.2206618065339,0.109498303645014
421690.558003663,1611.17700195312,"pct_sec_c6",3.35473632812,47.220661806533,0.040636836074958
421737.77866547,1610.53076171875,"pct_sec_c6",-0.646240234369998,47.220661806533,-0.00784074707754087
421784.999327276,1622.36999511719,"pct_sec_c6",11.83923339844,47.220661806533,0.140751420526295
421832.219989083,1623.66540527344,"pct_sec_c6",1.29541015625,47.2206618065339,0.015714079628789
421879.440650889,1622.67749023438,"pct_sec_c6",-0.987915039059999,47.220661806533,-0.0119852420225433
421926.661312696,1616.9111328125,"pct_sec_c6",-5.76635742188,47.220661806533,-0.0696221124149571
421973.881974502,1611.94958496094,"pct_sec_c6",-4.96154785156,47.2206618065329,-0.059981473959238
422021.102636309,1606.10729980469,"pct_sec_c6",-5.84228515625,47.220661806533,-0.0705296783654223
422068.323298115,1597.29541015625,"pct_sec_c6",-8.81188964844,47.2206618065341,-0.105704351341315
422115.543959922,1587.12487792969,"pct_sec_c6",-10.17053222656,47.2206618065329,-0.121548583765113
422162.764621728,1577.41149902344,"pct_sec_c6",-9.71337890625,47.2206618065321,-0.11623713783495
422209.985283535,1573.48706054688,"pct_sec_c6",-3.92443847656,47.22066180653,-0.0475084841948894
422257.205945341,1565.36291503906,"pct_sec_c6",-8.12414550782,47.22066180654,-0.0976196413428733
422304.426607148,1560.39587402344,"pct_sec_c6",-4.96704101562,47.22066180653,-0.060047397348908
422351.647268954,1557.48181152344,"pct_sec_c6",-2.9140625,47.22066180653,-0.0353133583693517
422398.867930761,1556.58215332031,"pct_sec_c6",-0.899658203130002,47.22066180654,-0.0109147946077434
422446.088592568,1559.35290527344,"pct_sec_c6",2.77075195313,47.2206618065302,0.0335807610485214
422493.309254374,1560.20751953125,"pct_sec_c6",0.854614257809999,47.22066180653,0.0103684368307321
422540.529916181,1560.32263183594,"pct_sec_c6",0.115112304690001,47.22066180654,0.00139672675301273
422587.750577987,1559.11950683594,"pct_sec_c6",-1.203125,47.22066180653,-0.0145951097060991
422634.971239794,1557.89331054688,"pct_sec_c6",-1.22619628906,47.22066180653,-0.0148748629604294
422682.1919016,1557.58850097656,"pct_sec_c6",-0.304809570320003,47.22066180654,-0.00369839360786482
422729.412563407,1557.43237304688,"pct_sec_c6",-0.156127929679997,47.2206618065302,-0.00189439082292788
422776.633225213,1557.97351074219,"pct_sec_c6",0.541137695309999,47.22066180653,0.00656567437752417
422823.85388702,1559.20654296875,"pct_sec_c6",1.23303222656,47.22066180654,0.0149577514572592
422871.074548826,1559.95715332031,"pct_sec_c6",0.750610351559999,47.22066180653,0.00910685742988983
422918.295210633,1560.37841796875,"pct_sec_c6",0.421264648440001,47.22066180653,0.00511133160637276
422965.515872439,1560.74780273438,"pct_sec_c6",0.369384765630002,47.22066180654,0.00448188475151119
423012.736534246,1557.79272460938,"pct_sec_c6",-2.955078125,47.2206618065302,-0.0358091118892761
423059.957196052,1553.85009765625,"pct_sec_c6",-3.94262695313,47.22066180653,-0.0477276554979412
423107.177857859,1548.22131347656,"pct_sec_c6",-5.62878417969,47.22066180654,-0.067976804545402
423154.398519666,1543.34765625,"pct_sec_c6",-4.87365722656,47.22066180653,-0.0589264840915422
423201.619181472,1538.77038574219,"pct_sec_c6",-4.57727050781,47.2206618065302,-0.0553659070915309
423248.839843279,1532.79846191406,"pct_sec_c6",-5.97192382813,47.2206618065397,-0.0720784281560965
423296.060505085,1528.7373046875,"pct_sec_c6",-4.06115722656,47.2206618065302,-0.0491556006369264
423343.281166892,1522.48828125,"pct_sec_c6",-6.2490234375,47.2206618065297,-0.0753852688892134
423390.501828698,1522.28039550781,"pct_sec_c6",-0.207885742190001,47.2206618065402,-0.00252239130989766
423437.722490505,1523.63208007812,"pct_sec_c6",1.35168457031,47.2206618065302,0.0163963561637423
423484.943152311,1523.17150878906,"pct_sec_c6",-0.460571289059999,47.2206618065297,-0.00558822203129245
423532.163814118,1518.35107421875,"pct_sec_c6",-4.82043457031,47.2206618065402,-0.0582874336702764
423579.384475924,1512.58947753906,"pct_sec_c6",-5.76159667969,47.2206618065297,-0.0695651954071598
423626.605137731,1512.10070800781,"pct_sec_c6",-0.48876953125,47.2206618065302,-0.0059303343438905
423673.825799537,1511.72021484375,"pct_sec_c6",-0.380493164059999,47.2206618065297,-0.00461666139291311
423721.046461344,1509.34289550781,"pct_sec_c6",-2.37731933594,47.2206618065402,-0.0288211672609526
