"distance_m","elevation_m"
0,1935.52490234375
56.1164209366381,1933.32397460938
112.232841873276,1934.66870117188
168.349262809914,1940.42248535156
224.465683746552,1943.00927734375
280.58210468319,1945.8037109375
336.698525619828,1941.89831542969
392.814946556467,1946.765625
448.931367493105,1940.96350097656
505.047788429743,1939.9765625
561.164209366381,1938.68591308594
617.280630303019,1934.30151367188
673.397051239657,1926.53649902344
729.513472176295,1924.53564453125
785.629893112933,1916.62634277344
841.746314049571,1910.947265625
897.862734986209,1906.80578613281
953.979155922847,1909.42761230469
1010.09557685949,1910.00610351562
1066.21199779612,1904.42272949219
1122.32841873276,1896.43579101562
1178.4448396694,1890.85217285156
1234.56126060604,1877.05151367188
1290.67768154268,1872.11926269531
1346.79410247931,1870.68762207031
1402.91052341595,1862.14233398438
1459.02694435259,1860.05786132812
1515.14336528923,1853.986328125
1571.25978622587,1847.03540039062
1627.3762071625,1839.97619628906
1683.49262809914,1834.22497558594
1739.60904903578,1830.24108886719
1795.72546997242,1823.42919921875
1851.84189090906,1813.23681640625
1907.95831184569,1807.25280761719
1964.07473278233,1802.34887695312
2020.19115371897,1796.88598632812
2076.30757465561,1783.45947265625
2132.42399559225,1789.66088867188
2188.54041652888,1779.68212890625
2244.65683746552,1769.90185546875
2300.77325840216,1763.61669921875
2356.8896793388,1761.51721191406
2413.00610027544,1752.64819335938
2469.12252121208,1740.970703125
2525.23894214871,1741.62341308594
2581.35536308535,1734.92614746094
2637.47178402199,1726.74475097656
2693.58820495863,1724.4443359375
2749.70462589527,1711.140625
2805.8210468319,1726.56750488281
2861.93746776854,1720.57189941406
2918.05388870518,1706.2890625
2974.17030964182,1704.43713378906
3030.28673057846,1707.33605957031
3086.40315151509,1694.89306640625
3142.51957245173,1694.38562011719
3198.63599338837,1689.43969726562
3254.75241432501,1683.81396484375
3310.86883526165,1675.73681640625
3366.98525619828,1675.79614257812
3423.10167713492,1675.16772460938
3479.21809807156,1669.92272949219
3535.3345190082,1661.36645507812
3591.45093994484,1668.79455566406
3647.56736088147,1667.69885253906
3703.68378181811,1652.38732910156
3759.80020275475,1654.54467773438
3815.91662369139,1655.80224609375
3872.03304462803,1648.58093261719
3928.14946556467,1637.28100585938
3984.2658865013,1637.61083984375
4040.38230743794,1642.22302246094
4096.49872837458,1636.84387207031
4152.61514931122,1637.06311035156
4208.73157024786,1640.29467773438
4264.84799118449,1635.23840332031
4320.96441212113,1630.38671875
4377.08083305777,1629.06799316406
4433.19725399441,1617.72180175781
4489.31367493105,1606.02624511719
4545.43009586768,1615.22375488281
4601.54651680432,1614.26904296875
4657.66293774096,1608.24877929688
4713.7793586776,1611.56237792969
4769.89577961424,1616.07592773438
4826.01220055087,1604.51391601562
4882.12862148751,1595.85241699219
4938.24504242415,1594.99084472656
4994.36146336079,1587.53100585938
5050.47788429743,1584.57836914062
5106.59430523406,1571.02380371094
5162.7107261707,1562.07250976562
5218.82714710734,1559.74780273438
5274.94356804398,1558.79711914062
5331.05998898062,1552.88659667969
5387.17640991726,1549.3857421875
5443.29283085389,1547.09216308594
5499.40925179053,1546.53540039062
5555.52567272717,1545.10302734375
5611.64209366381,1545.08410644531
5667.75851460044,1538.11706542969
5723.87493553708,1532.33093261719
5779.99135647372,1534.48388671875
5836.10777741036,1524.93029785156
5892.224198347,1521.17224121094
5948.34061928364,1519.57177734375
6004.45704022027,1512.68530273438
6060.57346115691,1514.38891601562
6116.68988209355,1503.87744140625
6172.80630303019,1498.95751953125
6228.92272396683,1499.92346191406
6285.03914490346,1510.5078125
6341.1555658401,1512.54992675781
6397.27198677674,1513.82556152344
6453.38840771338,1528.11999511719
6509.50482865002,1535.70874023438
6565.62124958665,1542.1474609375
6621.73767052329,1549.9345703125
6677.85409145993,1553.0390625
6733.97051239657,1559.83618164062
6790.08693333321,1566.49548339844
6846.20335426984,1570.78051757812
6902.31977520648,1578.22204589844
6958.43619614312,1584.63562011719
7014.55261707976,1592.12524414062
7070.6690380164,1594.92370605469
7126.78545895304,1600.47497558594
7182.90187988967,1607.36218261719
7239.01830082631,1608.17810058594
7295.13472176295,1612.14990234375
